Sample ID	X intensity	Y intensity	Z intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Declination: Unrotated	Inclination: Unrotated	Intensity	X mean	Y mean	Z mean	X drift	Y drift	Z drift	Z intensity	Temp C	Run #	Area	Depth	X corr	Y corr	Z corr	# MM averaged	Treatment Type	AF X	AF Y	AF Z	ARM Gauss	ARM axis	Meas. type	Drift corrected	Tray corrected
C5H	1.4383E-5	-6.0679E-7	1.2549E-4	0.00	90.00	0.00	0.00	357.58	83.46	1.2632E-4	2.2354E-4	-9.5924E-6	3.1808E-3	1.4736E-9	-2.1578E-10	-4.1452E-9	1.2549E-4	NA	25020	3.80	0.37	2.2354E-4	-9.5921E-6	3.1808E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	9.6371E-6	3.3653E-8	1.2649E-4	0.00	90.00	0.00	0.00	0.20	85.64	1.2686E-4	1.4978E-4	5.3177E-7	3.2060E-3	1.5084E-9	-2.2088E-10	-4.2430E-9	1.2649E-4	NA	25020	3.80	0.38	1.4978E-4	5.3199E-7	3.2060E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	3.6247E-6	1.1554E-6	1.2640E-4	0.00	90.00	0.00	0.00	17.68	88.28	1.2646E-4	5.6336E-5	1.8264E-5	3.2037E-3	1.5455E-9	-2.2631E-10	-4.3474E-9	1.2640E-4	NA	25020	3.80	0.39	5.6335E-5	1.8264E-5	3.2037E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-3.0132E-7	1.5736E-6	1.2544E-4	0.00	90.00	0.00	0.00	100.84	89.27	1.2545E-4	-4.6816E-6	2.4875E-5	3.1793E-3	1.5803E-9	-2.3141E-10	-4.4453E-9	1.2544E-4	NA	25020	3.80	0.40	-4.6832E-6	2.4875E-5	3.1793E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-2.0836E-6	1.1318E-6	1.2415E-4	0.00	90.00	0.00	0.00	151.49	88.91	1.2417E-4	-3.2381E-5	1.7891E-5	3.1466E-3	1.6163E-9	-2.3667E-10	-4.5464E-9	1.2415E-4	NA	25020	3.80	0.41	-3.2383E-5	1.7891E-5	3.1466E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-2.2579E-6	3.2271E-7	1.2285E-4	0.00	90.00	0.00	0.00	171.87	88.94	1.2287E-4	-3.5091E-5	5.1012E-6	3.1136E-3	1.6510E-9	-2.4176E-10	-4.6441E-9	1.2285E-4	NA	25020	3.80	0.42	-3.5092E-5	5.1015E-6	3.1136E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-1.4526E-6	-2.8321E-7	1.2158E-4	0.00	90.00	0.00	0.00	191.03	89.30	1.2159E-4	-2.2574E-5	-4.4772E-6	3.0816E-3	1.6859E-9	-2.4686E-10	-4.7421E-9	1.2158E-4	NA	25020	3.80	0.43	-2.2576E-5	-4.4770E-6	3.0816E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-4.6559E-7	-1.9386E-7	1.2070E-4	0.00	90.00	0.00	0.00	202.61	89.76	1.2070E-4	-7.2345E-6	-3.0647E-6	3.0592E-3	1.7218E-9	-2.5212E-10	-4.8432E-9	1.2070E-4	NA	25020	3.80	0.44	-7.2362E-6	-3.0645E-6	3.0592E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	6.6919E-7	2.7803E-7	1.2102E-4	0.00	90.00	0.00	0.00	22.56	89.66	1.2102E-4	1.0402E-5	4.3948E-6	3.0674E-3	1.7589E-9	-2.5755E-10	-4.9475E-9	1.2102E-4	NA	25020	3.80	0.45	1.0401E-5	4.3950E-6	3.0674E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	1.5575E-6	7.0875E-7	1.2279E-4	0.00	90.00	0.00	0.00	24.47	89.20	1.2280E-4	2.4208E-5	1.1204E-5	3.1121E-3	1.7948E-9	-2.6281E-10	-5.0486E-9	1.2279E-4	NA	25020	3.80	0.46	2.4207E-5	1.1204E-5	3.1121E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	8.2203E-7	1.3151E-6	1.2560E-4	0.00	90.00	0.00	0.00	57.99	89.29	1.2561E-4	1.2778E-5	2.0789E-5	3.1834E-3	1.8308E-9	-2.6808E-10	-5.1497E-9	1.2560E-4	NA	25020	3.80	0.47	1.2776E-5	2.0790E-5	3.1834E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-1.8625E-6	2.4000E-6	1.2819E-4	0.00	90.00	0.00	0.00	127.81	88.64	1.2823E-4	-2.8945E-5	3.7939E-5	3.2491E-3	1.8655E-9	-2.7317E-10	-5.2475E-9	1.2819E-4	NA	25020	3.80	0.48	-2.8947E-5	3.7939E-5	3.2491E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-4.4515E-6	3.8432E-6	1.2958E-4	0.00	90.00	0.00	0.00	139.19	87.40	1.2972E-4	-6.9183E-5	6.0754E-5	3.2844E-3	1.9015E-9	-2.7844E-10	-5.3487E-9	1.2958E-4	NA	25020	3.80	0.49	-6.9185E-5	6.0754E-5	3.2844E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-4.0248E-6	4.8801E-6	1.2924E-4	0.00	90.00	0.00	0.00	129.51	87.20	1.2939E-4	-6.2552E-5	7.7144E-5	3.2756E-3	1.9386E-9	-2.8386E-10	-5.4530E-9	1.2924E-4	NA	25020	3.80	0.50	-6.2554E-5	7.7145E-5	3.2756E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-8.0966E-7	5.0187E-6	1.2786E-4	0.00	90.00	0.00	0.00	99.16	87.72	1.2796E-4	-1.2582E-5	7.9335E-5	3.2407E-3	1.9745E-9	-2.8913E-10	-5.5541E-9	1.2786E-4	NA	25020	3.80	0.51	-1.2584E-5	7.9335E-5	3.2407E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	2.8989E-6	4.0329E-6	1.2667E-4	0.00	90.00	0.00	0.00	54.29	87.75	1.2677E-4	4.5057E-5	6.3752E-5	3.2106E-3	2.0128E-9	-2.9473E-10	-5.6617E-9	1.2667E-4	NA	25020	3.80	0.52	4.5055E-5	6.3752E-5	3.2106E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	3.9467E-6	2.3423E-6	1.2596E-4	0.00	90.00	0.00	0.00	30.69	87.91	1.2604E-4	6.1341E-5	3.7028E-5	3.1925E-3	2.0487E-9	-2.9999E-10	-5.7628E-9	1.2596E-4	NA	25020	3.80	0.53	6.1339E-5	3.7028E-5	3.1925E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	1.1740E-7	7.2968E-7	1.2444E-4	0.00	90.00	0.00	0.00	80.86	89.66	1.2444E-4	1.8266E-6	1.1535E-5	3.1540E-3	2.0835E-9	-3.0508E-10	-5.8606E-9	1.2444E-4	NA	25020	3.80	0.54	1.8246E-6	1.1535E-5	3.1540E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-8.3048E-6	-1.7842E-7	1.2024E-4	0.00	90.00	0.00	0.00	181.23	86.05	1.2052E-4	-1.2907E-4	-2.8208E-6	3.0475E-3	2.1183E-9	-3.1018E-10	-5.9586E-9	1.2024E-4	NA	25020	3.80	0.55	-1.2907E-4	-2.8205E-6	3.0475E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-1.7126E-5	5.2912E-7	1.1241E-4	0.00	90.00	0.00	0.00	178.23	81.33	1.1371E-4	-2.6617E-4	8.3640E-6	2.8491E-3	2.1542E-9	-3.1544E-10	-6.0596E-9	1.1241E-4	NA	25020	3.80	0.56	-2.6617E-4	8.3643E-6	2.8491E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
C5H	-2.3635E-5	2.4489E-6	9.9325E-5	0.00	90.00	0.00	0.00	174.08	76.55	1.0213E-4	-3.6733E-4	3.8712E-5	2.5175E-3	2.1913E-9	-3.2087E-10	-6.1639E-9	9.9325E-5	NA	25020	3.80	0.57	-3.6733E-4	3.8712E-5	2.5175E-3	1	Degauss Z - ARM axial	0	0	1000	0.50	AXIAL	SAMPLE/CONTINUOUS	YES	NO
