Depth,0.0150000,0.0200000,0.0250000,0.0300000,0.0400000,0.0500000,0.0600000,0.0800000,0.100000,mean ratio,slope,r,r-squared,normalizer
404,0.00583929,0.00602360,,0.00870056,0.0103377,0.00948003,0.00649296,0.00469002,0.00291762,0.00681022,0.00570668,0.963003,0.927375,6.89005
405,0.00580391,0.00596744,,0.00843302,0.00994223,0.00915586,0.00636347,0.00459633,0.00291590,0.00664727,0.00569784,0.965036,0.931295,6.91303
406,0.00563149,0.00577383,,0.00795859,0.00924836,0.00861317,0.00610839,0.00445004,0.00281078,0.00632433,0.00556109,0.967654,0.936353,7.18459
407,0.00535169,0.00547362,,0.00738353,0.00841992,0.00796424,0.00578678,0.00428339,0.00255538,0.00590232,0.00531563,0.970329,0.941539,7.70450
408,0.00516727,0.00526666,,0.00702668,0.00791226,0.00751465,0.00560067,0.00418421,0.00225778,0.00561627,0.00515213,0.971834,0.944461,8.14627
409,0.00519824,0.00527718,,0.00704965,0.00792417,0.00742535,0.00570484,0.00420734,0.00204392,0.00560384,0.00518849,0.971593,0.943993,8.12500
410,0.00546260,0.00552666,,0.00747466,0.00848508,0.00776191,0.00612806,0.00435473,0.00195475,0.00589355,0.00544050,0.969311,0.939564,7.50138
411,0.00592462,0.00602162,,0.00834024,0.00962565,0.00855641,0.00684857,0.00468957,0.00198180,0.00649856,0.00587804,0.964439,0.930143,6.70931
412,0.00657303,0.00673217,,0.00971115,0.0114908,0.00986396,0.00784185,0.00527715,0.00215436,0.00745556,0.00646069,0.956610,0.915102,5.79009
413,0.00741787,0.00764593,,0.0116572,0.0141789,0.0118108,0.00907574,0.00618595,0.00250686,0.00880991,0.00717861,0.946559,0.895974,4.92308
414,0.00843452,0.00875715,,0.0140583,0.0175402,0.0141910,0.0103496,0.00726922,0.00302148,0.0104527,0.00804771,0.936892,0.877767,4.13848
415,0.00947943,0.00989423,,0.0165959,0.0212398,0.0167327,0.0115794,0.00827062,0.00361182,0.0121755,0.00893395,0.928567,0.862236,3.60697
416,0.0104569,0.0109157,,0.0191309,0.0249548,0.0192406,0.0125858,0.00889798,0.00414385,0.0137908,0.00974588,0.920696,0.847681,3.20387
417,0.0111551,0.0116545,,0.0212763,0.0283536,0.0213686,0.0132366,0.00899630,0.00441990,0.0150576,0.0103050,0.912950,0.833478,2.88575
418,0.0113636,0.0118622,,0.0224049,0.0302515,0.0225325,0.0133536,0.00860399,0.00429970,0.0155840,0.0104339,0.906695,0.822095,2.66957
419,0.0110692,0.0116195,,0.0221530,0.0299770,0.0225361,0.0130911,0.00808179,0.00375931,0.0152859,0.0101834,0.904501,0.818122,2.60611
420,0.0106532,0.0112446,,0.0213037,0.0287460,0.0220086,0.0128484,0.00769128,0.00316709,0.0147078,0.00984649,0.905208,0.819402,2.64108
421,0.0103619,0.0109841,,0.0206435,0.0277525,0.0216464,0.0127902,0.00757356,0.00270987,0.0143078,0.00960859,0.906105,0.821026,2.68925
422,0.0101825,0.0108393,,0.0201239,0.0269984,0.0213931,0.0128774,0.00760132,0.00244639,0.0140578,0.00946851,0.907249,0.823101,2.73595
423,0.00998980,0.0106800,,0.0194574,0.0258429,0.0208971,0.0129300,0.00765253,0.00231615,0.0137207,0.00933078,0.909489,0.827171,2.81453
424,0.00974561,0.0104672,,0.0185619,0.0242562,0.0200607,0.0128567,0.00764527,0.00223485,0.0132286,0.00916866,0.913242,0.834012,2.93503
425,0.00949034,0.0102410,,0.0176523,0.0226153,0.0191083,0.0126174,0.00749394,0.00212923,0.0126685,0.00901136,0.917639,0.842061,3.06928
426,0.00928208,0.0100568,,0.0168540,0.0212425,0.0182279,0.0122646,0.00722803,0.00195938,0.0121394,0.00890550,0.922192,0.850439,3.19241
427,0.00909618,0.00989949,,0.0161592,0.0200579,0.0173710,0.0118039,0.00701877,0.00183034,0.0116546,0.00882003,0.926685,0.858745,3.30205
428,0.00887243,0.00969656,,0.0154199,0.0189193,0.0164729,0.0112556,0.00694515,0.00184166,0.0111779,0.00868260,0.930990,0.866742,3.41661
429,0.00862715,0.00947268,,0.0147582,0.0179175,0.0156421,0.0107565,0.00692086,0.00199350,0.0107611,0.00850297,0.933934,0.872234,3.53948
430,0.00845990,0.00931881,,0.0143282,0.0172318,0.0150316,0.0105206,0.00689669,0.00207314,0.0104826,0.00838081,0.935279,0.874747,3.65053
431,0.00837343,0.00924718,,0.0140809,0.0167961,0.0146135,0.0105000,0.00680073,0.00199019,0.0103003,0.00833623,0.935542,0.875238,3.74591
432,0.00821653,0.00909361,,0.0136201,0.0161243,0.0140133,0.0104553,0.00654601,0.00174224,0.00997642,0.00823539,0.936781,0.877558,3.88598
433,0.00783378,0.00867904,,0.0125756,0.0147946,0.0129390,0.0100957,0.00625503,0.00160838,0.00934764,0.00791311,0.941492,0.886406,4.15336
434,0.00727899,0.00807325,,0.0111964,0.0131214,0.0115811,0.00944834,0.00597910,0.00172485,0.00855042,0.00740055,0.948629,0.899898,4.56035
435,0.00670608,0.00742357,,0.00987221,0.0115479,0.0103295,0.00873701,0.00569331,0.00182704,0.00776707,0.00684249,0.955774,0.913504,5.05551
436,0.00621691,0.00684382,,0.00880304,0.0102412,0.00926951,0.00808956,0.00529052,0.00180944,0.00707050,0.00636307,0.961757,0.924977,5.56354
437,0.00584554,0.00639829,,0.00804738,0.00927612,0.00844558,0.00758352,0.00477676,0.00166132,0.00650431,0.00601265,0.965787,0.932745,6.02156
438,0.00561453,0.00611698,,0.00764158,0.00868562,0.00786021,0.00725023,0.00425501,0.00153310,0.00611966,0.00581024,0.967663,0.936372,6.32267
439,0.00553831,0.00600798,,0.00751562,0.00840934,0.00758551,0.00710327,0.00391364,0.00154068,0.00595179,0.00575643,0.968631,0.938246,6.39660
440,0.00557258,0.00602976,,0.00756377,0.00836418,0.00761899,0.00710419,0.00380073,0.00171717,0.00597142,0.00579713,0.969166,0.939283,6.22777
