Generated using GEOMAGIA50.v3.3 on Mar/31/2020
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],SigmaAgeID,N_Ba,n_Ba[meas.],n_Ba[acc.],Ba[microT],SigmaBa[microT],VDM[E22_AmE2],SigmaVDM[E22_AmE2],N_Dir,n_Dir[meas.],n_Dir[acc.],Dec[deg.],Inc[deg.],Alpha95[deg.],K,MaxAF[mT],MaxTemp[deg.C],PubDataID,SiteName,LocationName,SiteLat[deg.],SiteLon[deg.],CountryRegionID,ArcheoVolcanic,MatID,PIMethID,AltMonID,MDMonID,CoolRID,AnisoID,DirMethID,DirAnalysisID,DatMethID,SpecTypeID,RefID,CompilationID,UploadMonth,UploadYear,Uploader,Editor,LastEditDate,C14ID,UID,CrossUID,CrossRefID
        1910,       -9999,       -9999,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      355.80,       50.70,        2.50,     -999.00,        -999,        -999,-999,1910 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,-1,-1,-1,           0,           0,           0,           0,105,3,          36,1005,-999,2009,Fabio Donadini,Maxwell Brown,24/07/2017,-1,873,-1,-1
        1910,           5,           5,           1,           1,        -999,           4,       39.93,        7.88,        7.81,        1.54,           1,        -999,           6,      356.10,       49.00,        2.90,     -999.00,        -999,        -999,-999,1910 Flow,Mount Etna,     37.7000,     15.0000,          11,Volcanic,4,2,1,-1,          -1,           0,           0,           0,105,1,          56,1001;1006,-999,2007,Fabio Donadini,-999,-999,-1,1398,-1,-1
        1910,           5,           5,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      351.90,       51.60,        2.80,     -999.00,        -999,        -999,-999,E35,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         185,1005,-999,2009,Fabio Donadini,-999,-999,-1,3802,-1,-1
        1911,       -9999,       -9999,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,        0.70,       52.30,        3.80,     -999.00,        -999,        -999,-999,1911 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,-1,-1,-1,           0,           0,           0,           0,105,3,          36,1005,-999,2009,Fabio Donadini,Maxwell Brown,24/07/2017,-1,874,-1,-1
        1911,       -9999,       -9999,           1,           1,        -999,           1,       44.00,        0.90,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1911 Flow,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,0,0,0,           0,           0,           0,           0,105,0,         389,1010,-999,2009,Fabio Donadini,-999,-999,-1,7548,-1,-1
        1911,           5,           5,           1,           2,        -999,           5,       38.75,        2.47,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1911,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1010;1011,-999,2007,Fabio Donadini,-999,-999,-1,3489,-1,-1
        1923,       -9999,       -9999,           1,           1,        -999,           5,       48.20,        5.80,        9.23,        1.11,           1,        -999,           5,      357.20,       50.90,        3.20,     -999.00,        -999,        -999,-999,1923 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,875,-1,-1
        1923,           5,           5,           1,           2,        -999,           5,       38.00,       13.15,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1923,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1010;1011,-999,2007,Fabio Donadini,-999,-999,-1,3490,-1,-1
        1928,       -9999,       -9999,           1,           1,        -999,           5,       44.00,       11.60,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1928 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,838,-1,-1
        1928,           5,           5,           1,           1,        -999,          16,       45.21,       10.13,        8.85,        1.98,           1,        -999,           6,      356.10,       49.00,        2.90,     -999.00,        -999,        -999,-999,1928 Flow,Mount Etna,     37.7000,     15.0000,          11,Volcanic,4,2,1,-1,          -1,           0,           0,           0,105,1,          56,1001;1006,-999,2007,Fabio Donadini,-999,-999,-1,1399,-1,-1
        1928,       -9999,       -9999,           1,           1,        -999,           1,       39.20,        0.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1928 Flow,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,0,0,0,           0,           0,           0,           0,105,0,         389,1010,-999,2009,Fabio Donadini,-999,-999,-1,7549,-1,-1
        1929,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,          13,      357.20,       52.40,        1.80,      559.00,        -999,        -999,1929,1929 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9787,9828,-1
        1929,       -9999,       -9999,          -1,        -999,        -999,           5,       41.60,        6.20,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1929,1929 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9808,9848,-1
        1929,       -9999,       -9999,          -1,        -999,        -999,           3,       42.00,        7.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1929,1929 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9828,9787,-1
        1929,           0,           0,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,          10,        -999,        -999,      357.40,       55.90,        0.90,     -999.00,        -999,        -999,-999,1929 Flow,Mount Vesuvius,     40.8200,     14.4200,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         196,1000;1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,3955,-1,-1
        1929,       -9999,       -9999,          -1,        -999,        -999,           3,       47.60,        5.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1929,1929 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9848,9808,-1
        1929,           1,           1,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           5,        -999,        -999,      356.00,       56.10,        3.60,     -999.00,        -999,        -999,V7,1929 Flow - Terzigno,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         222,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,4593,-1,-1
        1942,       -9999,       -9999,           1,           1,        -999,           5,       45.40,        5.50,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1942 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,839,-1,-1
        1944,       -9999,       -9999,          -1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,           5,      359.70,       54.30,        2.30,     1077.00,        -999,        -999,1944,1944 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,-1,-1,-1,          -1,           0,           2,           3,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9788,9829,-1
        1944,       -9999,       -9999,          -1,        -999,        -999,           4,       47.60,        7.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1944,1944 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9809,9849,-1
        1944,       -9999,       -9999,          -1,        -999,        -999,           3,       37.97,        2.25,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1944,1944 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9829,9788,-1
        1944,           0,           0,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,          10,        -999,        -999,      356.60,       52.90,        1.70,     -999.00,        -999,        -999,-999,1944 Flow,Mount Vesuvius,     40.8200,     14.4200,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         196,1000;1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,3956,-1,-1
        1944,       -9999,       -9999,          -1,        -999,        -999,           3,       53.20,        4.00,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1944,1944 Flow,Mount Vesuvius,     40.8200,     14.4300,          11,Volcanic,4,12,-1,-1,          -1,           0,          -1,          -1,105,1,         223,-1,9,2014,Maxwell Brown,-999,-999,-1,9849,9809,-1
        1944,           1,           1,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,           9,        -999,        -999,      344.00,       53.30,        2.50,     -999.00,        -999,        -999,V30,1944 Flow - South of San Domenico,Mount Vesuvius,     40.8200,     14.2500,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         222,1001;1005,-999,2009,Fabio Donadini,-999,-999,-1,4594,-1,-1
        1947,       -9999,       -9999,           1,           1,        -999,           5,       38.50,        5.70,        7.47,        1.11,           1,        -999,           5,        0.20,       49.80,        3.40,     -999.00,        -999,        -999,-999,1947 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,876,-1,-1
        1947,           5,           5,           1,           2,        -999,           4,       45.40,        3.11,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1947,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1010;1011,-999,2007,Fabio Donadini,-999,-999,-1,3491,-1,-1
        1949,       -9999,       -9999,           1,           1,        -999,           5,       40.10,        1.50,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1949 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,840,-1,-1
        1950,       -9999,       -9999,           1,           1,        -999,           5,       42.60,        3.80,        8.31,        0.74,           1,        -999,           5,      359.00,       49.30,        3.50,     -999.00,        -999,        -999,-999,1950 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,877,-1,-1
        1950,           5,           5,           1,           1,        -999,           4,       42.45,        3.50,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1950 Flow,Mount Etna,     37.7000,     15.0000,          11,Volcanic,4,1,5,-1,          -1,           0,           0,           0,105,1,          57,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,1409,-1,-1
        1950,           5,           5,           1,           2,        -999,           5,       34.15,        4.88,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1950,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,3492,-1,-1
        1950,           0,           0,           1,          26,        -999,        -999,       39.18,        6.62,        7.60,        1.28,          26,        -999,        -999,      357.80,       49.80,        2.60,     -999.00,        -999,        -999,-999,1950 Flow East Comple near Fornazzo,Mount Etna,     37.0000,     15.0000,          11,Volcanic,4,11,1,-1,          -1,           0,           0,           0,105,1,         383,-1,-999,2009,Fabio Donadini,-999,-999,-1,6899,-1,-1
        1954,          10,          10,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      355.30,       61.60,        5.40,     -999.00,        -999,        -999,-999,-999,Tetti Grandi,     45.1000,      7.7000,          11,Archeo,42,-1,-1,-1,          -1,           0,           0,           0,0,0,         262,1001,-999,2009,Fabio Donadini,-999,-999,-1,5685,-1,-1
        1960,           5,           5,           1,           2,        -999,           6,       44.80,        2.68,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1,-999,Bernalda,     40.4000,     16.7000,          11,Archeo,5,3,-1,-1,          -1,           0,           0,           0,105,3,         100,1010,-999,2009,Fabio Donadini,-999,-999,-1,2571,-1,-1
        1960,           5,           5,           1,           1,        -999,           4,       45.15,        2.22,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,BKH,-999,Bernalda,     40.3900,     16.6900,          11,Archeo,9,24,6,-1,          -1,           0,           0,           0,105,1,         117,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,2892,-1,-1
        1964,       -9999,       -9999,           1,           1,        -999,           5,       39.40,        1.60,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1964 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,841,-1,-1
        1971,       -9999,       -9999,           1,           1,        -999,           5,       42.90,        1.00,        8.20,        0.19,           1,        -999,           5,      355.90,       51.10,        3.50,     -999.00,        -999,        -999,-999,1971 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,878,-1,-1
        1971,           5,           5,           1,           1,        -999,           2,       39.80,       10.60,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1971,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,3493,-1,-1
        1971,           5,           5,           1,          19,          19,          19,       39.20,        9.00,        7.49,        1.72,          19,        -999,          19,      359.80,       51.10,        2.60,     -999.00,         200,        -999,-999,1971 Flow,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,22,-1,-1,          -1,           0,           3,           0,105,1,         412,-1,-999,2009,Fabio Donadini,Maxwell Brown,01/05/2019,-1,8156,-1,-1
        1974,       -9999,       -9999,           1,           1,        -999,           5,       40.20,        4.30,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1974 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,842,-1,-1
        1979,       -9999,       -9999,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,        1.90,       48.00,        3.20,     -999.00,        -999,        -999,-999,1979 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,-1,-1,-1,           0,           0,           0,           0,105,3,          36,1005,-999,2009,Fabio Donadini,Maxwell Brown,24/07/2017,-1,879,-1,-1
        1981,       -9999,       -9999,           1,           1,        -999,           5,       43.50,        2.50,        8.84,        0.51,           1,        -999,           5,      359.80,       45.60,        2.60,     -999.00,        -999,        -999,-999,1981 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,880,-1,-1
        1983,       -9999,       -9999,           1,           1,        -999,           5,       41.90,        2.40,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1983 Flow,Mount Etna,     37.7510,     14.9958,          11,Volcanic,4,22,3,-1,           0,           0,           0,           0,105,3,          36,1001;1006;1010,-999,2007,Fabio Donadini,Maxwell Brown,01/05/2019,-1,843,-1,-1
        1983,       -9999,       -9999,           1,           1,        -999,           1,       40.60,        1.60,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,-999,1983 Flow,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,0,0,0,           0,           0,           0,           0,105,0,         389,1010,-999,2009,Fabio Donadini,-999,-999,-1,7550,-1,-1
        1983,           5,           5,           1,           2,        -999,           5,       50.15,       26.80,     -999.00,     -999.00,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,1983,-999,Mount Etna,     37.5000,     14.0000,          11,Volcanic,4,7,1,-1,          -1,           0,           0,           0,105,3,         142,1001;1006;1011,-999,2007,Fabio Donadini,-999,-999,-1,3494,-1,-1
        1983,           5,           5,           1,        -999,        -999,        -999,     -999.00,     -999.00,     -999.00,     -999.00,        -999,        -999,        -999,      358.90,       49.00,        2.50,     -999.00,        -999,        -999,-999,E38,Mount Etna,     37.7500,     15.0000,          11,Volcanic,4,-1,-1,-1,          -1,           0,           0,           0,105,0,         185,1005,-999,2009,Fabio Donadini,-999,-999,-1,3803,-1,-1
