"Position  (cm, u-channel)",Core,"Depth (cm)","Age (years BP) MS Augusta  C14_optimized","Decl ChRM measured","Decl ChRM  (rotated)","arbitrary rotation","Incl ChRM ",MAD,"MS-mean (10E-05 SI)","Intensity NRM_0mT (emu/cc)","Intensity ARM_0mT (emu/cc)","NRM/ARM_0mT norm max","MDF_NRM (mT)","MDF_ARM (mT)"
104,MS06SW,8,152.5,276.28,-23.72,-300,40.88,1.06,17.9093333333333,1.32E-05,0.00011499,0.34192825324765,27.0263673680707,23.6176281536237
103,,9,165,281.51,-18.49,,43.37,1.05,16.5703333333333,1.37E-05,0.00011353,0.35944385199279,27.7653149266609,23.4498272676147
102,,10,177.5,286.59,-13.41,,45.29,1.2,16.2313333333333,1.46E-05,0.00011209,0.38797801528387,27.9428117553614,23.3003340174655
101,,11,190,290.08,-9.92000000000002,,45.78,1.28,15.226,1.55E-05,0.00011087,0.41642690493007,28.0478270866866,23.1936369509044
100,,12,202.5,291.24,-8.75999999999999,,45.53,1.22,14.8873333333333,1.64E-05,0.00010998,0.44417208734339,27.9782990266475,23.1345157110463
99,,13,215,290.71,-9.29000000000002,,45.26,0.99,14.5486666666667,1.73E-05,0.00010936,0.47120374343868,27.7981651376147,23.1183013965573
98,,14,227.5,289.39,-10.61,,45.32,0.84,14.2093333333333,1.81E-05,0.00010897,0.494757919278,27.727299236018,23.1249745821302
97,,15,240,288.48,-11.52,,45.53,0.79,13.8706666666667,1.88E-05,0.00010874,0.51497915587488,27.7444336882865,23.1283074167549
96,,16,257.777777777778,289.14,-10.86,,45.32,0.67,13.8653333333333,1.94E-05,0.00010846,0.53278655929178,27.7170760265042,23.1084386465552
95,,17,275.555555555556,291.26,-8.74000000000001,,44.83,0.79,13.5263333333333,1.97E-05,0.00010785,0.54408556908913,27.7829947943248,23.0502642251444
94,,18,293.333333333333,294.05,-5.94999999999999,,44.02,0.79,13.521,1.97E-05,0.00010661,0.55041392576928,27.7377781160413,22.9622274626619
93,,19,311.111111111111,296.21,-3.79000000000002,,43.05,0.79,13.5153333333333,1.93E-05,0.0001046,0.54960003905954,27.6512086316008,22.8411623701585
92,,20,328.888888888889,297.68,-2.31999999999999,,42.45,0.66,13.1766666666667,1.85E-05,0.00010191,0.54072451186692,27.5404442007129,22.7280144280316
91,,21,346.666666666667,298.63,-1.37,,41.83,0.79,12.1713333333333,1.74E-05,9.8887E-05,0.52412053675015,27.6007834653726,22.6213228818038
90,,22,364.444444444444,299.06,-0.94,,41.3,0.66,11.832,1.63E-05,9.5983E-05,0.50584145141188,27.7693917676159,22.5836313430809
89,,23,382.222222222222,298.98,-1.01999999999998,,40.74,0.79,11.16,1.55E-05,9.3761E-05,0.49241423352564,28.0576202065382,22.5867031895631
88,,24,400,298.94,-1.06,,40.32,0.79,10.488,1.51E-05,9.2798E-05,0.48468486830495,28.279264666126,22.6535221871912
87,,25,417.777777777778,298.59,-1.41000000000003,,40.15,0.87,10.4823333333333,1.51E-05,9.348E-05,0.48114876346772,28.5017645171639,22.7323045170974
86,,26,435.555555555556,298.46,-1.54000000000002,,40.02,0.9,11.477,1.54E-05,9.536E-05,0.48103381726551,28.5184058411926,22.7641113213643
85,,27,453.333333333333,298.7,-1.30000000000001,,40.08,0.9,12.4713333333333,1.59E-05,9.7322E-05,0.48663935687956,28.1928141571829,22.7326634075683
84,,28,471.111111111111,299.21,-0.79000000000002,,40.04,0.8,12.466,1.63E-05,9.8845E-05,0.49119510375706,28.0009310174275,22.6152032737301
83,,29,488.888888888889,299.75,-0.25,,39.78,0.79,12.4606666666667,1.69E-05,0.0001003,0.50188810410587,27.6505571915238,22.4391732798465
82,,30,506.666666666667,299.48,-0.51999999999998,,39.37,0.67,11.455,1.79E-05,0.00010278,0.51875888493292,27.2553045859001,22.2317124735729
81,,31,524.444444444444,299.09,-0.91000000000003,,39.39,2.26,11.7826666666667,1.92E-05,0.0001069,0.53498875538325,26.9584042059688,22.026486857512
80,,32,542.222222222222,297.59,-2.41000000000003,,39.01,2.2,11.7773333333333,2.08E-05,0.00011253,0.55057456778644,26.730931031996,21.8029534093944
79,,33,560,296.1,-3.89999999999998,,38.93,2.12,12.7716666666667,2.24E-05,0.00011868,0.56220099659207,26.5366843232278,21.6187257299008
78,,34,570.909090909091,294.95,-5.05000000000001,,39.23,2.05,13.0996666666667,2.38E-05,0.00012506,0.56686502612961,26.4355407930247,21.4090692449105
77,,35,581.818181818182,294.08,-5.92000000000002,,40,1.95,14.094,2.5E-05,0.00013149,0.56632849486404,26.1434799841459,21.2299896720888
76,,36,592.727272727273,293.99,-6.00999999999999,,40.77,1.91,14.422,2.6E-05,0.00013776,0.56217476147837,25.8689890193109,21.0723827657157
75,,37,603.636363636364,294.47,-5.52999999999997,,41.31,1.89,15.4163333333333,2.68E-05,0.00014309,0.55788751291166,25.663134819145,20.9422878228782
74,,38,614.545454545455,295.27,-4.73000000000002,,41.45,1.92,16.411,2.75E-05,0.00014676,0.55814382099101,25.4600787683494,20.8492410303588
73,,39,625.454545454545,296.1,-3.89999999999998,,41.56,1.93,15.739,2.8E-05,0.00014846,0.5617844392054,25.350454788657,20.7930153321976
72,,40,636.363636363636,296.84,-3.16000000000003,,41.61,1.97,15.7333333333333,2.83E-05,0.00014842,0.5679565843546,25.4039688164422,20.7580530722293
71,,41,647.272727272727,297.37,-2.63,,41.84,1.98,15.7276666666667,2.85E-05,0.00014676,0.57843995993614,25.5108467459762,20.7540786191473
70,,42,658.181818181818,297.44,-2.56,,42.11,2.03,15.389,2.82E-05,0.00014367,0.58466102954515,25.8345120226308,20.7951257999474
69,,43,669.090909090909,296.94,-3.06,,42.41,2.05,15.05,2.76E-05,0.00013942,0.58966470595179,26.2299750800997,20.8907235064545
68,,44,680,295.96,-4.04000000000002,,42.67,2.04,13.378,2.67E-05,0.00013472,0.59033742642051,26.5887156644395,21.0091287337763
67,,45,690.909090909091,295.02,-4.98000000000002,,42.8,2,12.3723333333333,2.58E-05,0.00013137,0.58498487379876,26.9916855631141,21.1460058606192
66,,46,701.818181818182,294.39,-5.61000000000001,,42.84,1.99,12.0333333333333,2.53E-05,0.0001306,0.5770301086918,27.1025491340728,21.2581296254766
65,,47,712.727272727273,294.91,-5.08999999999997,,42.71,1.97,12.6946666666667,2.51E-05,0.00013145,0.56876683092303,26.9922983380624,21.3443854010882
64,,48,723.636363636364,295.36,-4.63999999999999,,42.76,1.96,13.3556666666667,2.5E-05,0.00013233,0.56273357356362,26.8686868686869,21.4189039623059
63,,49,734.545454545455,296,-4,,42.68,1.97,13.3503333333333,2.49E-05,0.00013268,0.55900412763427,26.6231913592827,21.4888509885667
62,,50,745.454545454545,296.96,-3.04000000000002,,42.51,1.95,14.0113333333333,2.47E-05,0.00013259,0.55489053008671,26.4841498559078,21.5621339243312
61,,51,756.363636363636,297.88,-2.12,,42.47,1.96,13.339,2.45E-05,0.00013223,0.55189596244332,26.4868204283361,21.6417530691432
60,,52,767.272727272727,298.48,-1.51999999999998,,42.76,1.95,13.3336666666667,2.44E-05,0.00013165,0.55206484602143,26.530612244898,21.7255391309912
59,,53,778.181818181818,298.03,-1.97000000000003,,43.12,2.01,13.3283333333333,2.43E-05,0.00013076,0.55354443899941,26.5882829920941,21.8173024215652
58,,54,789.090909090909,297.09,-2.91000000000003,,43.54,2.02,13.9893333333333,2.41E-05,0.00012965,0.55368868934242,26.6680344686089,21.904296875
57,,55,800,296.26,-3.74000000000001,,43.68,2.06,13.6506666666667,2.4E-05,0.0001286,0.55589325379538,26.6541900603036,21.975884614121
56,,56,810.909090909091,296.62,-3.38,,43.63,2.06,13.3116666666667,2.4E-05,0.00012798,0.55858628252919,26.6321243523316,22.0224719101124
55,,57,821.818181818182,297.78,-2.22000000000003,,43.61,2.06,14.3063333333333,2.4E-05,0.00012798,0.55858628252919,26.5803438760348,22.0371779181689
54,,58,832.727272727273,299.45,-0.55000000000001,,43.65,2.03,14.2255,2.41E-05,0.00012848,0.55873084194618,26.525459991442,22.0284169578691
53,,59,843.636363636364,300.9,0.89999999999998,,43.77,1.97,13.9616666666667,2.41E-05,0.00012932,0.55510159738049,26.564786913474,21.9980340760157
52,,60,854.545454545455,301.73,1.73000000000002,,43.78,1.98,13.623,2.41E-05,0.00013031,0.55088434174848,26.5506872852234,21.9559210740175
51,,61,865.454545454545,302.44,2.44,,43.85,1.96,14.2135,2.41E-05,0.00013121,0.54710569753254,26.4962726304579,21.9079732825659
50,,62,876.363636363636,302.81,2.81,,43.78,1.98,14.2786666666667,2.41E-05,0.00013155,0.54569166532303,26.4345991561181,21.8745377962123
49,,63,887.272727272727,303.24,3.24000000000001,,43.71,1.88,14.273,2.41E-05,0.00013107,0.54769007837983,26.2913201108978,21.8667784369358
48,,64,898.181818181818,303.8,3.80000000000001,,43.73,1.8,13.9343333333333,2.4E-05,0.00012998,0.54999132511222,26.3707793586749,21.8795673779597
47,,65,909.090909090909,305.16,5.16000000000003,,43.64,1.71,13.929,2.4E-05,0.00012863,0.55576360443199,26.51671221358,21.8982194969997
46,,66,920,307.52,7.51999999999998,,43.75,1.53,13.2566666666667,2.41E-05,0.00012706,0.56497511863092,26.6399662731872,21.9223623092236
45,,67,930.909090909091,309.95,9.94999999999999,,43.74,1.38,13.9176666666667,2.42E-05,0.00012518,0.57583962860204,26.788290199406,21.9502256348084
44,,68,941.818181818182,311.94,11.94,,43.74,1.26,13.2456666666667,2.42E-05,0.00012288,0.58661787685875,27.0287539936102,21.991281065495
43,,69,952.727272727273,312.59,12.59,,44.03,1.17,12.9066666666667,2.43E-05,0.00012057,0.60032736869505,27.1352502662407,22.0369461581604
42,,70,963.636363636364,312.59,12.59,,44.53,1.18,13.2346666666667,2.43E-05,0.00011878,0.60937422835126,27.3498082658713,22.0893818882191
41,,71,974.545454545455,312.32,12.32,,45.13,1.23,12.5623333333333,2.45E-05,0.00011783,0.61934314787304,27.3749465583583,22.1482574884793
40,,72,985.454545454545,311.8,11.8,,45.74,1.31,12.8903333333333,2.47E-05,0.0001177,0.62508866086828,27.4485942089803,22.1977863503623
39,,73,996.363636363636,311.32,11.32,,46.17,1.37,13.218,2.49E-05,0.00011814,0.62780317974026,27.4035453597497,22.2336683417085
38,,74,1007.27272727273,311.46,11.46,,45.84,1.41,12.8793333333333,2.51E-05,0.00011914,0.62753399299003,27.3407775020678,22.2635543238826
37,,75,1018.18181818182,312.38,12.38,,45.4,1.37,12.8736666666667,2.56E-05,0.00012102,0.63009197323273,27.2115384615385,22.2854946897708
36,,76,1029.09090909091,313.16,13.16,,45.36,1.35,12.8683333333333,2.63E-05,0.00012385,0.63252962088604,27.2518365040497,22.3309705561614
35,,77,1040,313.52,13.52,,45.73,1.4,13.5293333333333,2.72E-05,0.00012707,0.63759808580439,27.226738934056,22.3738162485463
34,,78,1048.85714285714,312.96,12.96,,47.09,1.47,14.1906666666667,2.81E-05,0.00012979,0.64489085429997,27.2340425531915,22.416636787379
33,,79,1057.71428571429,311.39,11.39,,48.94,1.57,14.185,2.88E-05,0.00013151,0.65231120770819,27.1286472148541,22.4570159057248
32,,80,1066.57142857143,309.42,9.42000000000002,,50.7,1.66,14.8463333333333,2.9E-05,0.00013226,0.65311643124165,27.1156710243257,22.4838130649401
31,,81,1075.42857142857,307.88,7.88,,51.9,1.75,14.5073333333333,2.88E-05,0.00013227,0.64856314300827,27.1355759429154,22.5173210161663
30,,82,1084.28571428571,306.64,6.63999999999999,,52.34,1.89,14.5016666666667,2.83E-05,0.00013185,0.63933345657876,27.2794246623399,22.5569261489903
29,,83,1093.14285714286,306.35,6.35000000000002,,52.03,2.05,14.163,2.77E-05,0.00013105,0.62959877481082,27.4792243767313,22.6051701209821
28,,84,1102,306.52,6.51999999999998,,51.85,2.13,13.8243333333333,2.73E-05,0.0001299,0.62600042261989,27.6981562440601,22.64486103828
27,,85,1110.85714285714,307.22,7.22000000000003,,52.02,2.12,13.4853333333333,2.71E-05,0.00012846,0.62838021662779,27.8931982069772,22.6724195154331
26,,86,1119.71428571429,308.74,8.74000000000001,,52.46,1.94,13.813,2.7E-05,0.00012688,0.63385763314035,28.0676898858717,22.6771945183339
25,,87,1128.57142857143,311.45,11.45,,52.66,1.71,13.141,2.7E-05,0.00012533,0.64169677246347,28.062930186824,22.6660069610319
,,,,,,,,,,,,,,
85,MS06,88,1137.42857142857,229.98,9.97999999999999,-220,51.11,1.3,16.801,4.53E-05,0.000146,0.64169677246347,29.2073170731707,25.1092904002063
84,,89,1146.28571428571,231.26,11.26,,51.67,1.2,16.8073333333333,4.49E-05,0.00014456,0.64151960679373,29.2073170731707,25.1198288572172
83,,90,1155.14285714286,232.35,12.35,,52.25,1.1,16.8136666666667,4.45E-05,0.00014307,0.64213792522689,29.320987654321,25.1489374141308
82,,91,1164,232.99,12.99,,52.71,1.03,16.153,4.42E-05,0.00014181,0.64445135514073,29.2682926829268,25.205252573051
81,,92,1172.85714285714,232.96,12.96,,53.02,0.96,16.1593333333333,4.38E-05,0.00014104,0.64429342965164,29.3827160493827,25.2817385585747
80,,93,1181.71428571429,231.82,11.82,,53.16,0.97,15.8323333333333,4.36E-05,0.0001407,0.64485287293219,29.3827160493827,25.3707161356381
79,,94,1190.57142857143,229.89,9.88999999999999,,53.02,1.03,15.8386666666667,4.34E-05,0.00014054,0.64344596402142,29.3827160493827,25.4720634056327
78,,95,1199.42857142857,227.93,7.93000000000001,,52.71,1.11,16.178,4.34E-05,0.00014031,0.644178505321,29.5,25.5872447586395
77,,96,1208.28571428571,226.37,6.37,,52.24,1.15,15.851,4.37E-05,0.00013992,0.6496946064331,29.5625,25.7140683021854
76,,97,1217.14285714286,225.42,5.41999999999999,,51.83,1.18,16.1906666666667,4.41E-05,0.00013941,0.65746894189332,29.6913580246914,25.8393714268244
75,,98,1226,225.11,5.11000000000001,,51.5,1.17,15.8633333333333,4.46E-05,0.00013888,0.6673557097846,29.8765432098765,25.9502227684744
74,,99,1234.85714285714,225.48,5.47999999999999,,51.18,1.15,15.8696666666667,4.52E-05,0.00013839,0.67891464345262,30.1694915254237,26.035760607745
73,,100,1243.71428571429,226.33,6.33000000000001,,51,1.2,15.876,4.6E-05,0.00013801,0.69337722324497,30.1694915254237,26.0967211589168
72,,101,1252.57142857143,227.5,7.5,,50.98,1.18,15.882,4.67E-05,0.00013792,0.70586682948171,30.4166666666667,26.1433372751603
71,,102,1261.42857142857,228.71,8.71000000000001,,50.97,1.2,15.555,4.75E-05,0.00013822,0.71842727217911,30.7258064516129,26.1765164023801
70,,103,1270.28571428571,229.96,9.96000000000001,,51.11,1.12,15.228,4.82E-05,0.00013888,0.7274323295532,30.952380952381,26.2035164151237
69,,104,1279.14285714286,231.29,11.29,,51.31,1.05,15.5676666666667,4.89E-05,0.00013972,0.73448951470869,31.031746031746,26.2234834387793
68,,105,1288,232.71,12.71,,51.7,1.04,15.574,4.95E-05,0.00014051,0.73903170615783,31.171875,26.2320138331378
67,,106,1296.85714285714,234.03,14.03,,51.96,1.01,15.9133333333333,5E-05,0.00014122,0.74229958818397,31.2307692307692,26.2362417758101
66,,107,1305.71428571429,235.26,15.26,,51.81,1.04,15.5863333333333,5.06E-05,0.00014188,0.74743040162412,31.3636363636364,26.238248354004
65,,108,1314.57142857143,236.48,16.48,,51.61,1.02,15.5923333333333,5.14E-05,0.0001423,0.75571560163187,31.3235294117647,26.2377537005951
64,,109,1323.42857142857,237.61,17.61,,51.57,1,15.932,5.2E-05,0.00014204,0.76228064470245,31.1764705882353,26.2238528758031
63,,110,1332.28571428571,238.68,18.68,,51.95,1.03,15.605,5.21E-05,0.00014077,0.76514458442291,30.9558823529412,26.1843629932305
62,,111,1341.14285714286,239.33,19.33,,52.78,1.04,15.9443333333333,5.1E-05,0.00013859,0.75574714384062,30.8823529411765,26.1129037214591
61,,112,1350,239.81,19.81,,54.07,1.03,15.9506666666667,4.89E-05,0.00013595,0.73602643627061,30.6923076923077,26.01246105919
60,,113,1352.97297297297,239.68,19.68,,55.63,1.08,15.6236666666667,4.63E-05,0.00013344,0.710424987243,30.4098360655738,25.8849431368201
59,,114,1355.94594594595,238.88,18.88,,57.1,1.08,15.2963333333333,4.37E-05,0.00013155,0.68314336202509,30.0877192982456,25.7411931087683
58,,115,1358.91891891892,236.87,16.87,,58.03,1,14.636,4.15E-05,0.00013095,0.65807242540977,29.9342105263158,25.6075797397709
57,,116,1361.89189189189,233.77,13.77,,57.77,0.99,14.642,4.02E-05,0.00013204,0.64037887872567,29.7297297297297,25.4979226175019
56,,117,1364.86486486487,230.78,10.78,,56.24,0.98,14.315,4.02E-05,0.00013485,0.63509250355291,29.4666666666667,25.398235765838
55,,118,1367.83783783784,228.61,8.61000000000001,,54,1.04,14.988,4.15E-05,0.00013883,0.64196831711276,29.2763157894737,25.3007860207309
54,,119,1370.81081081081,227.48,7.47999999999999,,51.99,1.05,15.3273333333333,4.35E-05,0.00014326,0.65361555980757,28.9375,25.2140408361397
53,,120,1373.78378378378,227.22,7.22,,50.96,1.11,16.3336666666667,4.56E-05,0.0001475,0.6639820592195,28.6746987951807,25.139920716488
52,,121,1376.75675675676,227.21,7.21000000000001,,50.71,1.12,17.0066666666667,4.71E-05,0.00015105,0.66610905259564,28.4302325581395,25.0702379256304
51,,122,1379.72972972973,227.71,7.71000000000001,,50.98,1.15,17.6793333333333,4.81E-05,0.0001539,0.66426412155294,28.2386363636364,25.0083453877824
50,,123,1382.7027027027,228.34,8.34,,51.31,1.09,18.019,4.89E-05,0.00015601,0.66280639248046,28.1460674157303,24.9501733693723
49,,124,1385.67567567568,228.94,8.94,,51.24,1.02,18.6916666666667,4.98E-05,0.00015755,0.66587598920061,28.1111111111111,24.9030485834321
48,,125,1388.64864864865,229.44,9.44,,50.85,0.96,18.698,5.09E-05,0.00015864,0.67393160525657,28.1182795698925,24.8652107831373
47,,126,1391.62162162162,229.7,9.69999999999999,,50.3,0.94,18.371,5.22E-05,0.00015945,0.68639522063604,28.1052631578947,24.8317670416942
46,,127,1394.59459459459,229.7,9.69999999999999,,49.8,0.87,18.7106666666667,5.33E-05,0.00016017,0.69729914791275,28.1122448979592,24.7895512179723
45,,128,1397.56756756757,229.47,9.47,,49.53,0.87,19.05,5.42E-05,0.00016087,0.70588598618425,28.1,24.7244217953744
44,,129,1400.54054054054,228.96,8.96000000000001,,49.55,0.87,18.3896666666667,5.46E-05,0.0001614,0.70800125895578,27.9207920792079,24.6367221962738
43,,130,1403.51351351351,228.5,8.5,,49.83,0.88,19.0626666666667,5.45E-05,0.00016143,0.7043839002351,27.7722772277228,24.5335878650294
42,,131,1406.48648648649,228.08,8.08000000000001,,50.07,0.87,18.402,5.4E-05,0.00016087,0.69779196151018,27.5247524752475,24.4392968367951
41,,132,1409.45945945946,227.96,7.96000000000001,,50.2,0.89,18.7416666666667,5.32E-05,0.0001598,0.68984738052102,27.3737373737374,24.3686165273909
40,,133,1412.43243243243,228.03,8.03,,50.13,0.93,18.7476666666667,5.23E-05,0.00015822,0.68271801521886,27.1938775510204,24.3229072031149
39,,134,1415.40540540541,228.11,8.11000000000001,,49.94,0.92,18.0873333333333,5.14E-05,0.00015626,0.67766988724264,27.0833333333333,24.3008046971246
38,,135,1418.37837837838,228.05,8.05000000000001,,49.65,0.92,18.0936666666667,5.04E-05,0.00015415,0.67282042273656,27.0967741935484,24.2951167728238
37,,136,1421.35135135135,227.73,7.72999999999999,,49.24,0.88,18.0996666666667,4.95E-05,0.0001522,0.669850859451,27.0108695652174,24.2955150797708
36,,137,1424.32432432432,227.41,7.41,,48.73,0.99,17.7726666666667,4.88E-05,0.00015071,0.66883904581125,27,24.3059528674567
35,,138,1427.2972972973,227.32,7.31999999999999,,48.42,0.92,18.1123333333333,4.82E-05,0.00014963,0.66714681567808,26.9662921348315,24.3205900971569
34,,139,1430.27027027027,227.45,7.44999999999999,,48.32,0.89,18.1183333333333,4.78E-05,0.00014882,0.66638570119466,26.9318181818182,24.3360230707373
33,,140,1433.24324324324,227.71,7.71000000000001,,48.52,0.87,17.7913333333333,4.74E-05,0.00014841,0.66440591552662,26.8965517241379,24.356449453247
32,,141,1436.21621621622,227.86,7.86000000000001,,48.76,0.89,17.464,4.7E-05,0.0001487,0.66061912423412,26.8965517241379,24.3775370230397
31,,142,1439.18918918919,227.96,7.96000000000001,,49.01,0.88,17.4703333333333,4.67E-05,0.00014998,0.65512226722778,26.8390804597701,24.3933463796478
30,,143,1442.16216216216,227.98,7.97999999999999,,49.07,0.9,17.4766666666667,4.66E-05,0.00015251,0.64814028608148,26.8604651162791,24.393095614108
29,,144,1445.13513513514,228.08,8.08000000000001,,48.92,0.87,17.4826666666667,4.7E-05,0.00015664,0.64285938120507,26.8965517241379,24.365388279485
28,,145,1448.10810810811,228.35,8.34999999999999,,48.25,0.88,17.489,4.83E-05,0.0001626,0.64322202260671,26.9101123595506,24.2993672729198
27,,146,1451.08108108108,228.95,8.94999999999999,,47.15,0.92,18.162,5.08E-05,0.00016998,0.65171785595265,26.7741935483871,24.1795862349413
26,,147,1454.05405405405,229.64,9.63999999999999,,46.05,1.02,19.5013333333333,5.42E-05,0.00017691,0.66514741973839,26.5,24.0069009087816
25,,148,1457.02702702703,230.64,10.64,,45.42,1.08,21.1743333333333,5.77E-05,0.00018105,0.68036173459178,26.214953271028,23.8569898481885
24,,149,1460,231.64,11.64,,45.42,1.05,22.1803333333333,6.01E-05,0.00018092,0.69245633357165,25.990990990991,23.7778484318579
23,,150,1462.97297297297,232.41,12.41,,46.07,0.97,22.8533333333333,6.06E-05,0.00017678,0.69871890528689,26.0714285714286,23.7778333750313
22,,151,1465.94594594595,232.78,12.78,,47.09,0.87,21.1926666666667,5.92E-05,0.00017047,0.69856211064998,26.2727272727273,23.8606974464311
21,,152,1468.91891891892,232.73,12.73,,48.21,0.87,20.199,5.66E-05,0.00016387,0.69260387829909,26.6666666666667,24.0040344140378
20,,153,1471.89189189189,232.31,12.31,,49.33,0.75,18.872,5.36E-05,0.0001579,0.6823100764356,27.1428571428571,24.1690991699876
19,,154,1474.86486486487,231.9,11.9,,50.09,0.79,18.2116666666667,5.11E-05,0.00015321,0.6750799649697,27.5806451612903,24.323502182251
18,,155,1477.83783783784,231.96,11.96,,50.36,0.79,17.2176666666667,4.94E-05,0.00015008,0.67259910550291,28,24.4654380400306
17,,156,1480.81081081081,232.49,12.49,,50.32,0.79,16.8906666666667,4.87E-05,0.00014825,0.6768969998814,28.3522727272727,24.5932572962093
16,,157,1483.78378378378,233.24,13.24,,49.95,0.79,16.5633333333333,4.89E-05,0.00014721,0.68806680474026,28.5795454545454,24.6980987731278
15,,158,1486.75675675676,234.17,14.17,,49.68,0.67,16.903,4.96E-05,0.00014657,0.70284702815463,28.7640449438202,24.7894571338727
14,,159,1489.72972972973,234.94,14.94,,49.7,0.79,16.9093333333333,5.03E-05,0.00014612,0.71587854422149,28.8461538461539,24.8692274492879
13,,160,1492.7027027027,235.34,15.34,,49.92,0.84,16.582,5.08E-05,0.00014575,0.72522121118191,28.8172043010753,24.931867496022
12,,161,1495.67567567568,235.2,15.2,,50.13,0.94,16.5883333333333,5.12E-05,0.0001455,0.73278715265171,28.8172043010753,24.9922958397535
11,,162,1498.64864864865,234.83,14.83,,50.33,0.87,16.9276666666667,5.16E-05,0.0001453,0.73978097333383,28.8297872340426,25.0548841011269
10,,163,1501.62162162162,234.32,14.32,,50.33,0.86,16.6006666666667,5.22E-05,0.00014397,0.74941319891054,28.8659793814433,25.1261316691571
,,164,,,,,,,,,,,,
,,165,,,,,,,,,,,,
,,166,,,,,,,,,,,,
,,167,,,,,,,,,,,,
,,168,,,,,,,,,,,,
,,169,,,,,,,,,,,,
,,170,,,,,,,,,,,,
,,171,,,,,,,,,,,,
,,172,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,174,,,,,,,,,,,,
,,175,,,,,,,,,,,,
,,176,,,,,,,,,,,,
,,177,,,,,,,,,,,,
,,178,,,,,,,,,,,,
,,179,,,,,,,,,,,,
,,180,,,,,,,,,,,,
92,,181,1555.13513513514,115.99,20.99,,46.79,1.8,17.604,5.0438E-05,0.00014431,0.73080633221031,29.3666936322663,25.7489964081978
91,,182,1558.10810810811,117.09,22.09,-95,47.26,1.74,17.5363333333333,4.9439E-05,0.00014347,0.71464391487705,29.1395759717314,25.6529850746269
90,,183,1561.08108108108,118.35,23.35,,47.43,1.68,17.4686666666667,4.8336E-05,0.00014172,0.7027907854744,28.9650618321527,25.5680958576659
89,,184,1564.05405405405,119.48,24.48,,47.4,1.65,17.4006666666667,4.7222E-05,0.00013955,0.69507182130108,28.8115304751435,25.4884802496711
88,,185,1567.02702702703,120.49,25.49,,47.25,1.55,17.333,4.615E-05,0.00013744,0.68985578982643,28.6818238290471,25.3874080739752
87,,186,1570,121.36,26.36,,47.14,1.56,17.2653333333333,4.5178E-05,0.00013599,0.68569392793975,28.5307877102036,25.2604445003301
86,,187,1572.97297297297,122.19,27.19,,46.95,1.53,16.5306666666667,4.4353E-05,0.00013438,0.68035013571807,28.3121468926554,25.0404877584072
85,,188,1575.94594594595,123.05,28.05,,46.78,1.56,17.1296666666667,4.3703E-05,0.00013343,0.67841128337205,28.0386920270974,24.8863563812807
84,,189,1578.91891891892,123.92,28.92,,46.61,1.5,16.7286666666667,4.324E-05,0.00013283,0.67600303896709,27.760663507109,24.6872198745038
83,,190,1581.89189189189,124.76,29.76,,46.35,1.49,16.661,4.2991E-05,0.0001326,0.67514619381166,27.5158940397351,24.5130078175061
82,,191,1584.86486486487,125.2,30.2,,46.1,1.49,16.593,4.2915E-05,0.00013282,0.67512166018851,27.3140167086593,24.3776988772671
81,,192,1587.83783783784,125.28,30.28,,45.81,1.46,16.525,4.2947E-05,0.00013353,0.67450598155913,27.1448394343862,24.2611049195988
80,,193,1590.81081081081,125.01,30.01,,45.64,1.47,16.4576666666667,4.3109E-05,0.00013473,0.67345029686006,26.9958010759743,24.1519507186858
79,,194,1593.78378378378,124.59,29.59,,45.37,1.47,16.39,4.3452E-05,0.00013638,0.67276270818344,26.8477836994671,24.0336790802299
78,,195,1596.75675675676,124.05,29.05,,45.1,1.47,16.9876666666667,4.3952E-05,0.00013827,0.67227104285754,26.684670781893,23.8964879852126
77,,196,1599.72972972973,123.5,28.5,,45,1.52,17.586,4.4516E-05,0.00013996,0.67159061716672,26.495857233907,23.7483327270523
76,,197,1602.7027027027,123,28,,45.02,1.54,17.185,4.4958E-05,0.00014101,0.67006895676938,26.3167914709989,23.6059501762351
75,,198,1605.67567567568,122.43,27.43,,45.16,1.55,17.4503333333333,4.5126E-05,0.00014113,0.66756471824905,26.1867753853994,23.4876360624704
74,,199,1608.64864864865,121.78,26.78,,45.48,1.59,17.3826666666667,4.494E-05,0.00014028,0.66424787787142,26.1277856498776,23.404173676909
73,,200,1611.62162162162,121.23,26.23,,46,1.6,17.314,4.4422E-05,0.0001385,0.66056992919295,26.1290322580645,23.3538269624877
72,,201,1614.59459459459,121.1,26.1,,46.67,1.55,17.2463333333333,4.3604E-05,0.00013599,0.65673930136872,26.2381143698942,23.3473861720067
71,,202,1617.56756756757,121.24,26.24,,47.27,1.46,16.5123333333333,4.2717E-05,0.00013311,0.65525481359702,26.4314020224105,23.3995334274664
70,,203,1620.54054054054,121.5,26.5,,47.62,1.42,16.1116666666667,4.1951E-05,0.00013029,0.65742782818105,26.7311157311157,23.5059748427673
69,,204,1623.51351351351,121.73,26.73,,47.57,1.34,15.377,4.1512E-05,0.00012785,0.6646285953357,27.0912388392857,23.6566659147304
68,,205,1626.48648648649,121.65,26.65,,47.3,1.31,15.9763333333333,4.1417E-05,0.00012586,0.67576291519382,27.4609919197548,23.8302359298801
